Argentina,	30
Austria,	3
Belgium,	1
Brazil,	65
Bulgaria,	1
Chile,	3
Croatia,	3
Czechoslovakia,	5
England,	11
France,	22
Germany,	70
Hungary,	5
Italy,	34
Korea Republic,	1
Netherlands,	19
Poland,	6
Portugal,	4
Soviet Union,	1
Spain,	11
Sweden,	11
Turkey,	3
Uruguay,	13
Yugoslavia,	1
